ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4135	"gene-Gm9752"	"Gm9752"	chrNC_000079.7	-	119612666	119612914	119612666	119612750	119612852	119612914
4136	"gene-Gm9752"	"Gm9752"	chrNC_000079.7	-	119612666	119612914	119612666	119612755	119612852	119612914
4137	"gene-Phc3"	"Phc3"	chrNC_000069.7	-	30990433	30991305	30990433	30990748	30990874	30991305
4138	"gene-Phf12"	"Phf12"	chrNC_000077.7	+	77915638	77915912	77915638	77915693	77915786	77915912
4139	"gene-Zswim8"	"Zswim8"	chrNC_000080.7	+	20763950	20764935	20763950	20764636	20764738	20764935
4140	"gene-Gm41099"	"Gm41099"	chrNC_000080.7	-	3381940	3383432	3381940	3382504	3383290	3383432
4141	"gene-Akna"	"Akna"	chrNC_000070.7	-	63328575	63328988	63328575	63328788	63328903	63328988
4142	"gene-Gm32013"	"Gm32013"	chrNC_000077.7	-	115285445	115290170	115285445	115289296	115289743	115290170
4143	"gene-Gm32013"	"Gm32013"	chrNC_000077.7	-	115285445	115290170	115285445	115289296	115290032	115290170
4144	"gene-Gm32013"	"Gm32013"	chrNC_000077.7	-	115285445	115290170	115285445	115289899	115290032	115290170
4145	"gene-Gm32013"	"Gm32013"	chrNC_000077.7	-	115291390	115292079	115291390	115291574	115291783	115292079
4146	"gene-Gm32187"	"Gm32187"	chrNC_000080.7	+	4943807	4946980	4943807	4946194	4946652	4946980
4147	"gene-Arhgef25"	"Arhgef25"	chrNC_000076.7	-	127020951	127021225	127020951	127021041	127021155	127021225
4148	"gene-Gm31577"	"Gm31577"	chrNC_000080.7	+	7158641	7159657	7158641	7158814	7159458	7159657
4149	"gene-Scmh1"	"Scmh1"	chrNC_000070.7	+	120386330	120387384	120386330	120386345	120386450	120387384
4150	"gene-Scmh1"	"Scmh1"	chrNC_000070.7	+	120386330	120387397	120386330	120386445	120386950	120387397
4151	"gene-Cep15"	"Cep15"	chrNC_000080.7	-	10166632	10168615	10166632	10168364	10168516	10168615
4152	"gene-Gm3512"	"Gm3512"	chrNC_000080.7	+	15295287	15297358	15295287	15296335	15296648	15297358
4153	"gene-Gm5458"	"Gm5458"	chrNC_000080.7	-	19649613	19649797	19649613	19649677	19649789	19649797
4154	"gene-Gng2"	"Gng2"	chrNC_000080.7	-	20027025	20027317	20027025	20027065	20027213	20027317
4155	"gene-Gm52125"	"Gm52125"	chrNC_000080.7	+	20188845	20189485	20188845	20188965	20189201	20189485
4156	"gene-Brf1"	"Brf1"	chrNC_000078.7	-	112919250	112923978	112919250	112919409	112922966	112923978
4157	"gene-Brf1"	"Brf1"	chrNC_000078.7	-	112950078	112951712	112950078	112950172	112950756	112951712
4158	"gene-Gm32035"	"Gm32035"	chrNC_000070.7	-	93721914	93722502	93721914	93722055	93722336	93722502
4159	"gene-Gm39002"	"Gm39002"	chrNC_000073.7	-	44070013	44072746	44070013	44071968	44072584	44072746
4160	"gene-Ccdc166"	"Ccdc166"	chrNC_000081.7	-	75851720	75854134	75851720	75853536	75853649	75854134
4161	"gene-Nup85"	"Nup85"	chrNC_000077.7	+	115471746	115472685	115471746	115471898	115472567	115472685
4162	"gene-Gm52102"	"Gm52102"	chrNC_000080.7	-	25652408	25653350	25652408	25652917	25653140	25653350
4163	"gene-Gm52102"	"Gm52102"	chrNC_000080.7	-	25655395	25656851	25655395	25655838	25656529	25656851
4164	"gene-Duxbl1"	"Duxbl1"	chrNC_000080.7	+	25979341	25980945	25979341	25980098	25980686	25980945
4165	"gene-Duxbl1"	"Duxbl1"	chrNC_000080.7	+	25979341	25980945	25979341	25980098	25980702	25980945
4166	"gene-Duxbl1"	"Duxbl1"	chrNC_000080.7	+	25979341	25980945	25979341	25980098	25980743	25980945
4167	"gene-Slc52a2"	"Slc52a2"	chrNC_000081.7	+	76425113	76432078	76425113	76425997	76429771	76432078
4168	"gene-Mt1"	"Mt1"	chrNC_000074.7	+	94906450	94906955	94906450	94906516	94906729	94906955
4169	"gene-Cars2"	"Cars2"	chrNC_000074.7	-	11568923	11569178	11568923	11568990	11569085	11569178
4170	"gene-Oxsr1"	"Oxsr1"	chrNC_000075.7	-	119151070	119151493	119151070	119151193	119151322	119151493
4171	"gene-Gm30908"	"Gm30908"	chrNC_000068.8	+	166313382	166314159	166313382	166313568	166313664	166314159
4172	"gene-Ankrd28"	"Ankrd28"	chrNC_000080.7	-	31420724	31424263	31420724	31421682	31423809	31424263
4173	"gene-Ankrd28"	"Ankrd28"	chrNC_000080.7	-	31502121	31503640	31502121	31502172	31502692	31503640
4174	"gene-Zscan18"	"Zscan18"	chrNC_000073.7	-	12504730	12506042	12504730	12504820	12505935	12506042
4175	"gene-Zscan18"	"Zscan18"	chrNC_000073.7	-	12504730	12507517	12504730	12506042	12507367	12507517
4176	"gene-Zscan18"	"Zscan18"	chrNC_000073.7	-	12505935	12509585	12505935	12507517	12507876	12509585
4177	"gene-Zscan18"	"Zscan18"	chrNC_000073.7	-	12505935	12509585	12505935	12507517	12508039	12509585
4178	"gene-Trmt112"	"Trmt112"	chrNC_000085.7	+	6887065	6887630	6887065	6887223	6887321	6887630
4179	"gene-Lrit2"	"Lrit2"	chrNC_000080.7	+	36790432	36791214	36790432	36790499	36790611	36791214
4180	"gene-Gm20642"	"Gm20642"	chrNC_000080.7	+	38930661	38943780	38930661	38942476	38943711	38943780
4181	"gene-Htr5a"	"Htr5a"	chrNC_000071.7	+	28046835	28048187	28046835	28046964	28047514	28048187
4182	"gene-Slc17a2"	"Slc17a2"	chrNC_000079.7	+	24003231	24004212	24003231	24003393	24004064	24004212
4183	"gene-Gm35065"	"Gm35065"	chrNC_000069.7	-	123235325	123236980	123235325	123235402	123236744	123236980
4184	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44265349	44263458	44263814	44265242	44265349
4185	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44263814	44265879	44268141
4186	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44265349	44265879	44268141
4187	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44263814	44265947	44268141
4188	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44263814	44265979	44268141
4189	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44265349	44265979	44268141
4190	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44266068	44266482	44268141
4191	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44263458	44268141	44263458	44266611	44268034	44268141
4192	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44269403	44270827	44271657
4193	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44269403	44271466	44271657
4194	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44270934	44271466	44271657
4195	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44269403	44271536	44271657
4196	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44269403	44271568	44271657
4197	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44270934	44271568	44271657
4198	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44269274	44271657	44269274	44270952	44271568	44271657
4199	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44272275	44274443	44272275	44273720	44274252	44274443
4200	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44272275	44274443	44272275	44273720	44274354	44274443
4201	"gene-Gm3287"	"Gm3287"	chrNC_000080.7	-	44272275	44274443	44272275	44273738	44274354	44274443
4202	"gene-E130120K24Rik"	"E130120K24Rik"	chrNC_000080.7	+	46783801	46784700	46783801	46783959	46784439	46784700
4203	"gene-E130120K24Rik"	"E130120K24Rik"	chrNC_000080.7	+	46785763	46786293	46785763	46785872	46786236	46786293
4204	"gene-E130120K24Rik"	"E130120K24Rik"	chrNC_000080.7	+	46791420	46792534	46791420	46791586	46792284	46792534
4205	"gene-Gmfb"	"Gmfb"	chrNC_000080.7	-	47056918	47059551	47056918	47057029	47059379	47059551
4206	"gene-Gm534"	"Gm534"	chrNC_000080.7	-	49106727	49109056	49106727	49108281	49108799	49109056
4207	"gene-Gm534"	"Gm534"	chrNC_000080.7	-	49106727	49109056	49106727	49108281	49108929	49109056
4208	"gene-Mtif2"	"Mtif2"	chrNC_000077.7	+	29476396	29476843	29476396	29476487	29476692	29476843
4209	"gene-Mtif2"	"Mtif2"	chrNC_000077.7	+	29476396	29476843	29476396	29476565	29476692	29476843
4210	"gene-Mtif2"	"Mtif2"	chrNC_000077.7	+	29479928	29480692	29479928	29480154	29480580	29480692
4211	"gene-Dcaf15"	"Dcaf15"	chrNC_000074.7	-	84823702	84824481	84823702	84824137	84824251	84824481
4212	"gene-Dcaf15"	"Dcaf15"	chrNC_000074.7	-	84828792	84829510	84828792	84828899	84829374	84829510
4213	"gene-Tep1"	"Tep1"	chrNC_000080.7	-	51064512	51066486	51064512	51064656	51066361	51066486
4214	"gene-Gm34801"	"Gm34801"	chrNC_000083.7	-	83871185	83871979	83871185	83871261	83871845	83871979
4215	"gene-Gm34801"	"Gm34801"	chrNC_000083.7	-	83872179	83879694	83872179	83872274	83873522	83879694
4216	"gene-Gm34801"	"Gm34801"	chrNC_000083.7	-	83873522	83879694	83873522	83873584	83874741	83879694
4217	"gene-Spata6l"	"Spata6l"	chrNC_000085.7	-	28900456	28901102	28900456	28900640	28900966	28901102
4218	"gene-Spata6l"	"Spata6l"	chrNC_000085.7	-	28944993	28945232	28944993	28945069	28945202	28945232
4219	"gene-Hmgxb3"	"Hmgxb3"	chrNC_000084.7	-	61290414	61290833	61290414	61290590	61290686	61290833
4220	"gene-Blzf1"	"Blzf1"	chrNC_000067.7	-	164134715	164135053	164134715	164134923	164135010	164135053
4221	"gene-Gm33599"	"Gm33599"	chrNC_000068.8	-	143262538	143262840	143262538	143262615	143262779	143262840
4222	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75131986	75133103	75131986	75132010	75133020	75133103
4223	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75131986	75134690	75131986	75133103	75133193	75134690
4224	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75131986	75134690	75131986	75132010	75134622	75134690
4225	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75131986	75134690	75131986	75133103	75134622	75134690
4226	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75131986	75134690	75131986	75133899	75134622	75134690
4227	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75142934	75144391	75142934	75143355	75143843	75144391
4228	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75142934	75144391	75142934	75143607	75143843	75144391
4229	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75142934	75144391	75142934	75142999	75144222	75144391
4230	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75142934	75144391	75142934	75143355	75144222	75144391
4231	"gene-2600014E21Rik"	"2600014E21Rik"	chrNC_000068.8	+	75142934	75144391	75142934	75143607	75144222	75144391
4232	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116566436	116566816	116566436	116566470	116566595	116566816
4233	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116566436	116566816	116566436	116566470	116566634	116566816
4234	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116569568	116570023	116569568	116569636	116569919	116570023
4235	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116569568	116571346	116569568	116569636	116571212	116571346
4236	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116569919	116571346	116569919	116570023	116571212	116571346
4237	"gene-Ccdc163"	"Ccdc163"	chrNC_000070.7	+	116569568	116571346	116569568	116570023	116571284	116571346
4238	"gene-Pias3"	"Pias3"	chrNC_000069.7	+	96606735	96607153	96606735	96606969	96607074	96607153
4239	"gene-Pias3"	"Pias3"	chrNC_000069.7	+	96611664	96613280	96611664	96611702	96612164	96613280
4240	"gene-Plekha7"	"Plekha7"	chrNC_000073.7	-	115731855	115734474	115731855	115732011	115734273	115734474
4241	"gene-Cdh24"	"Cdh24"	chrNC_000080.7	-	54873351	54873926	54873351	54873595	54873789	54873926
4242	"gene-Homez"	"Homez"	chrNC_000080.7	-	55090192	55095738	55090192	55093168	55094178	55095738
4243	"gene-Homez"	"Homez"	chrNC_000080.7	-	55090192	55095738	55090192	55093168	55094217	55095738
4244	"gene-Efs"	"Efs"	chrNC_000080.7	-	55158359	55158638	55158359	55158471	55158557	55158638
4245	"gene-Rnaseh1"	"Rnaseh1"	chrNC_000078.7	+	28707631	28708294	28707631	28707716	28708169	28708294
4246	"gene-Carmil3"	"Carmil3"	chrNC_000080.7	+	55738915	55739350	55738915	55739050	55739286	55739350
4247	"gene-Carmil3"	"Carmil3"	chrNC_000080.7	+	55742856	55743116	55742856	55742923	55743026	55743116
4248	"gene-Carmil3"	"Carmil3"	chrNC_000080.7	+	55742856	55743116	55742856	55742928	55743026	55743116
4249	"gene-Sdr39u1"	"Sdr39u1"	chrNC_000080.7	-	56135699	56136762	56135699	56135843	56136640	56136762
4250	"gene-Sdr39u1"	"Sdr39u1"	chrNC_000080.7	-	56135699	56136762	56135699	56135934	56136640	56136762
4251	"gene-Ska3"	"Ska3"	chrNC_000080.7	-	58045431	58047512	58045431	58045535	58047399	58047512
4252	"gene-Igsf9"	"Igsf9"	chrNC_000067.7	+	172317079	172318010	172317079	172317232	172317855	172318010
4253	"gene-Igsf9"	"Igsf9"	chrNC_000067.7	+	172324452	172325691	172324452	172325313	172325563	172325691
4254	"gene-Phf11d"	"Phf11d"	chrNC_000080.7	-	59584645	59586837	59584645	59586500	59586670	59586837
4255	"gene-4930563I02Rik"	"4930563I02Rik"	chrNC_000080.7	+	60324954	60325723	60324954	60325096	60325604	60325723
4256	"gene-4930563I02Rik"	"4930563I02Rik"	chrNC_000080.7	+	60324954	60325723	60324954	60325096	60325607	60325723
4257	"gene-Amer2"	"Amer2"	chrNC_000080.7	+	60615140	60625642	60615140	60616458	60616836	60625642
4258	"gene-Amer2"	"Amer2"	chrNC_000080.7	+	60615140	60625642	60615140	60616665	60616836	60625642
4259	"gene-Gm40679"	"Gm40679"	chrNC_000076.7	-	67337850	67338972	67337850	67337922	67338005	67338972
4260	"gene-Ap4b1"	"Ap4b1"	chrNC_000069.7	+	103716832	103717373	103716832	103716970	103717183	103717373
4261	"gene-Gm35196"	"Gm35196"	chrNC_000080.7	-	61924234	61926416	61924234	61924861	61926296	61926416
4262	"gene-Gm35468"	"Gm35468"	chrNC_000080.7	+	62680310	62681345	62680310	62680423	62681213	62681345
4263	"gene-Gm35468"	"Gm35468"	chrNC_000080.7	+	62680310	62681345	62680310	62680795	62681213	62681345
4264	"gene-Chodl"	"Chodl"	chrNC_000082.7	+	78745899	78748624	78745899	78745978	78747113	78748624
4265	"gene-Chodl"	"Chodl"	chrNC_000082.7	+	78745899	78748624	78745899	78745978	78747244	78748624
4266	"gene-Gm36025"	"Gm36025"	chrNC_000080.7	-	63330829	63331408	63330829	63330988	63331268	63331408
4267	"gene-Dab1"	"Dab1"	chrNC_000070.7	+	104537266	104537586	104537266	104537305	104537387	104537586
4268	"gene-Gm35641"	"Gm35641"	chrNC_000086.8	-	92758326	92761106	92758326	92758473	92758584	92761106
4269	"gene-Gm33747"	"Gm33747"	chrNC_000067.7	-	182843231	182844242	182843231	182843944	182844199	182844242
4270	"gene-Gm52129"	"Gm52129"	chrNC_000080.7	+	64399079	64437844	64399079	64423740	64424868	64437844
4271	"gene-Gm52129"	"Gm52129"	chrNC_000080.7	+	64438466	64447794	64438466	64438603	64440604	64447794
4272	"gene-Gm52132"	"Gm52132"	chrNC_000080.7	+	64452921	64458689	64452921	64458445	64458543	64458689
4273	"gene-Gm41176"	"Gm41176"	chrNC_000080.7	+	64497728	64510430	64497728	64503395	64510184	64510430
4274	"gene-Gm41176"	"Gm41176"	chrNC_000080.7	+	64497728	64512689	64497728	64510430	64512600	64512689
4275	"gene-Slc9a8"	"Slc9a8"	chrNC_000068.8	+	167288421	167293270	167288421	167288456	167293126	167293270
4276	"gene-Gm30438"	"Gm30438"	chrNC_000080.7	+	67413035	67413916	67413035	67413749	67413869	67413916
4277	"gene-Gm30438"	"Gm30438"	chrNC_000080.7	+	67413035	67415560	67413035	67413138	67413869	67415560
4278	"gene-Gm30438"	"Gm30438"	chrNC_000080.7	+	67413035	67415560	67413035	67413916	67414165	67415560
4279	"gene-Gm30438"	"Gm30438"	chrNC_000080.7	+	67413035	67415560	67413035	67413988	67414165	67415560
4280	"gene-Gm30438"	"Gm30438"	chrNC_000080.7	+	67413035	67415560	67413035	67414369	67415206	67415560
4281	"gene-Gm41194"	"Gm41194"	chrNC_000080.7	+	69760104	69760964	69760104	69760770	69760899	69760964
4282	"gene-Gm41194"	"Gm41194"	chrNC_000080.7	+	69767424	69769570	69767424	69769042	69769223	69769570
4283	"gene-Fhip2b"	"Fhip2b"	chrNC_000080.7	-	70826315	70826561	70826315	70826451	70826545	70826561
4284	"gene-Fgf17"	"Fgf17"	chrNC_000080.7	-	70876241	70877330	70876241	70876386	70877172	70877330
4285	"gene-Npm2"	"Npm2"	chrNC_000080.7	-	70889971	70890524	70889971	70890135	70890460	70890524
4286	"gene-Dok2"	"Dok2"	chrNC_000080.7	+	71009110	71010804	71009110	71009187	71009457	71010804
4287	"gene-Gm34588"	"Gm34588"	chrNC_000080.7	-	71177961	71178638	71177961	71178092	71178385	71178638
4288	"gene-Rasa4"	"Rasa4"	chrNC_000071.7	+	136130097	136130543	136130097	136130248	136130478	136130543
4289	"gene-Dach2"	"Dach2"	chrNC_000086.8	+	112207624	112208632	112207624	112207774	112208220	112208632
4290	"gene-Gm33583"	"Gm33583"	chrNC_000080.7	+	98407603	98412598	98407603	98410475	98412513	98412598
4291	"gene-Gm33583"	"Gm33583"	chrNC_000080.7	+	98412513	98426056	98412513	98412598	98414080	98426056
4292	"gene-Gm33583"	"Gm33583"	chrNC_000080.7	+	98414080	98426056	98414080	98414125	98417189	98426056
4293	"gene-Gm52552"	"Gm52552"	chrNC_000068.8	+	34841306	34842128	34841306	34841468	34841808	34842128
4294	"gene-4930517O19Rik"	"4930517O19Rik"	chrNC_000080.7	+	100482039	100482775	100482039	100482245	100482654	100482775
4295	"gene-4930517O19Rik"	"4930517O19Rik"	chrNC_000080.7	+	100482654	100486110	100482654	100482775	100483517	100486110
4296	"gene-Rad23a"	"Rad23a"	chrNC_000074.7	-	85562383	85562960	85562383	85562548	85562896	85562960
4297	"gene-Kif22"	"Kif22"	chrNC_000073.7	-	126626900	126627162	126626900	126627012	126627102	126627162
4298	"gene-Gm41036"	"Gm41036"	chrNC_000079.7	-	99305605	99310060	99305605	99306950	99308592	99310060
4299	"gene-Gm31072"	"Gm31072"	chrNC_000080.7	+	115184812	115185728	115184812	115185040	115185436	115185728
4300	"gene-Syna"	"Syna"	chrNC_000071.7	-	134586107	134589535	134586107	134589082	134589425	134589535
4301	"gene-Dyrk1b"	"Dyrk1b"	chrNC_000073.7	+	27885138	27885454	27885138	27885174	27885258	27885454
4302	"gene-Dock9"	"Dock9"	chrNC_000080.7	-	121779448	121781037	121779448	121780422	121780482	121781037
4303	"gene-Dock9"	"Dock9"	chrNC_000080.7	-	121779448	121781037	121779448	121780526	121780595	121781037
4304	"gene-Dock9"	"Dock9"	chrNC_000080.7	-	121829805	121831795	121829805	121829839	121831747	121831795
4305	"gene-Map3k11"	"Map3k11"	chrNC_000085.7	+	5739504	5741016	5739504	5739540	5739716	5741016
4306	"gene-Gm32273"	"Gm32273"	chrNC_000077.7	+	68848219	68848630	68848219	68848364	68848456	68848630
4307	"gene-Rictor"	"Rictor"	chrNC_000081.7	+	6815856	6816862	6815856	6816500	6816597	6816862
4308	"gene-Cplane1"	"Cplane1"	chrNC_000081.7	+	8258073	8258814	8258073	8258542	8258710	8258814
4309	"gene-Nipbl"	"Nipbl"	chrNC_000081.7	-	8319307	8321809	8319307	8321074	8321620	8321809
4310	"gene-Dennd1c"	"Dennd1c"	chrNC_000083.7	-	57373731	57374116	57373731	57373939	57374048	57374116
4311	"gene-Dennd1c"	"Dennd1c"	chrNC_000083.7	-	57373731	57374116	57373731	57373942	57374048	57374116
4312	"gene-Dennd1c"	"Dennd1c"	chrNC_000083.7	-	57373731	57374116	57373731	57373982	57374048	57374116
4313	"gene-Dennd1c"	"Dennd1c"	chrNC_000083.7	-	57377112	57377448	57377112	57377184	57377407	57377448
4314	"gene-Gm2824"	"Gm2824"	chrNC_000081.7	-	24999600	25001817	24999600	25000413	25001742	25001817
4315	"gene-Gm2824"	"Gm2824"	chrNC_000081.7	-	24999600	25006159	24999600	25001817	25002597	25006159
4316	"gene-Gm2824"	"Gm2824"	chrNC_000081.7	-	24999600	25006159	24999600	25002781	25006022	25006159
4317	"gene-Gm2824"	"Gm2824"	chrNC_000081.7	-	24999600	25006159	24999600	25005914	25006022	25006159
4318	"gene-Gm14089"	"Gm14089"	chrNC_000068.8	+	118835680	118837161	118835680	118835848	118836858	118837161
4319	"gene-Trio"	"Trio"	chrNC_000081.7	-	27741337	27742596	27741337	27741365	27742389	27742596
4320	"gene-Trio"	"Trio"	chrNC_000081.7	-	27741337	27742596	27741337	27741365	27742457	27742596
4321	"gene-Trio"	"Trio"	chrNC_000081.7	-	27741337	27742596	27741337	27741365	27742469	27742596
4322	"gene-Gm41694"	"Gm41694"	chrNC_000084.7	+	36208259	36221151	36208259	36208981	36216666	36221151
4323	"gene-Gm32499"	"Gm32499"	chrNC_000081.7	+	32238444	32240667	32238444	32238534	32238809	32240667
4324	"gene-Tut7"	"Tut7"	chrNC_000079.7	-	59926565	59927015	59926565	59926629	59926950	59927015
4325	"gene-Gm38594"	"Gm38594"	chrNC_000081.7	-	34158810	34159325	34158810	34159031	34159174	34159325
4326	"gene-Gm38594"	"Gm38594"	chrNC_000081.7	-	34159790	34160446	34159790	34159930	34160017	34160446
4327	"gene-Gm38594"	"Gm38594"	chrNC_000081.7	-	34159790	34160446	34159790	34160144	34160338	34160446
4328	"gene-Gm38594"	"Gm38594"	chrNC_000081.7	-	34159790	34160446	34159790	34160144	34160358	34160446
4329	"gene-Rpl30"	"Rpl30"	chrNC_000081.7	-	34443170	34443405	34443170	34443223	34443330	34443405
4330	"gene-Gm48199"	"Gm48199"	chrNC_000079.7	+	52335211	52335978	52335211	52335329	52335440	52335978
4331	"gene-Gm41292"	"Gm41292"	chrNC_000081.7	-	35885698	35887025	35885698	35885796	35886451	35887025
4332	"gene-Rgs22"	"Rgs22"	chrNC_000081.7	-	36009637	36010483	36009637	36009760	36010433	36010483
4333	"gene-Spag1"	"Spag1"	chrNC_000081.7	+	36175628	36176625	36175628	36175794	36176175	36176625
4334	"gene-Gm34590"	"Gm34590"	chrNC_000081.7	+	36939854	36940404	36939854	36940202	36940307	36940404
4335	"gene-Gm34590"	"Gm34590"	chrNC_000081.7	+	36955364	36956634	36955364	36955530	36955733	36956634
4336	"gene-Gm32342"	"Gm32342"	chrNC_000085.7	-	37680910	37682146	37680910	37681893	37682053	37682146
4337	"gene-Taf2"	"Taf2"	chrNC_000081.7	-	54878524	54879997	54878524	54879549	54879768	54879997
4338	"gene-Mtbp"	"Mtbp"	chrNC_000081.7	+	55471822	55473151	55471822	55471967	55472902	55473151
4339	"gene-Gm36193"	"Gm36193"	chrNC_000081.7	+	58109346	58114745	58109346	58111424	58114151	58114745
4340	"gene-Gm36193"	"Gm36193"	chrNC_000081.7	+	58114151	58114745	58114151	58114219	58114403	58114745
4341	"gene-Gm36193"	"Gm36193"	chrNC_000081.7	+	58114151	58114745	58114151	58114307	58114403	58114745
4342	"gene-Gm36193"	"Gm36193"	chrNC_000081.7	+	58114151	58114745	58114151	58114472	58114581	58114745
